,price,symbol
1283,9.41,DXR
1284,25.0,HT-D
1285,1.13,JCP
1286,36.305,SPEM
1287,149.84,RFG
1288,3.895,RRD
1289,17.29,EOS
1290,42.3,BJO
1291,143.7,SODA
1292,14.71,JCE
1293,52.35,JHMT
1294,19.01,PYS
1295,22.34,IZRL
1296,15.61,FTXN
1297,14.81,ETV
1298,19.665,KEY
1299,137.42,PEP
1300,14.705,BFY
1301,1.17,PHMD
1302,2.395,MGI
1303,14.34,KALV
1304,37.22,FC
1305,9.705,UNFI
1306,92.48,ESRX
1307,18.68,GLU
1308,6.17,ACHN
1309,9.2,IVC
1310,24.1,EPRF
1311,25.52,KIM-K
1312,55.06,SCHR
1313,16.195,SONA
1314,57.285,BMS
1315,8.615,EXG
1316,0.7642,MVIS
1317,11.69,SYNL
1318,14.42,OUNZ
1319,44.7,RGNX
1320,25.18,KMPA
1321,1.7,FTNW
1322,37.375,DXC
1323,47.68,FTSL
1324,12.52,MLPC
1325,28.87,UVE
1326,0.9908,GTE
1327,14.59,SDD
1328,92.93,FXF
1329,7.175,GLAC
1330,1.06,CODX
1331,43.025,EWW
1332,10.46,OSBCP
1333,23.5,WSTC
1334,85.26,AKAM
1335,48.56,CNXN
1336,7.345,CYS
1337,15.36,OMAM
1338,25.38,VNO-K
1339,11.67,TLYS
1340,0.05,SGYP
1341,13.95,TPVG
1342,10.61,FSACU
1343,14.795,IGLD
1344,58.02,WH
1345,13.175,EIGR
1346,285.28,ANTM
1347,21.465,CARE
1348,212.15,NVDA
1349,57.23,IWX
1350,45.66,RGR
1351,18.535,HYND
1352,1.44,AUG
1353,18.0,PFBI
1354,48.21,ACC
1355,7.885,RUBI
1356,10.565,BT
1357,21.6,AMTB
1358,1.92,AXU
1359,0.0601,GUT^
1360,33.025,FSS
1361,85.13,PAYX
1362,2.32,CYAN
1363,20.275,LTSL
1364,8.84,NMRKV
1365,124.48,PRF
1366,75.01,INSP
1367,4.23,MTBC
1368,45.31,CF
1369,1.11,BNGO
1370,48.315,ACWX
1371,0.3501,BLNKW
1372,44.815,CSII
1373,10.62,AIG+
1374,10.0,FEIM
1375,17.22,ESSA
1376,16.73,APF
1377,70.29,CHD
1378,25.56,IQIN
1379,20.96,PGZ
1380,137.5,VIOV
1381,24.27,VIAB
1382,113.9,ALXN
1383,4.715,TK
1384,25.74,HRTX
1385,43.2,EMGF
1386,136.27,THG
1387,30.6,BWZ
1388,16.465,PID
1389,27.65,FLRU
1390,52.06,IFFT
1391,0.8403,MPVD
1392,14.785,IRT
1393,0.185,OPESW
1394,55.685,DEF
1395,116.74,ANAT
1396,0.3341,QUIK
1397,3.11,HHS
1398,2.3,BLRX
1399,2.635,OAS
1400,26.0,TCF-D
1401,25.45,ICBK
1402,20.83,BCNA
1403,247.88,UBRT
1404,32.025,DISCA
1405,4.6,OBSV
1406,24.74,NUAG
1407,9.14,DUC
1408,49.655,BK
1409,53.34,FSLR
1410,16.865,NFBK
1411,15.48,SLV
1412,24.26,CLNY-G
1413,3.63,SHOS
1414,47.8,CLIX
1415,16.33,OCCI
1416,18.245,DNLI
1417,42.63,SMLF
1418,23.24,SC
1419,32.75,VSMV
1420,2.77,CLBS
1421,47.06,REXR
1422,162.9,KLAC
1423,1.305,RIOT
1424,22.515,ORI
1425,0.1648,LKM
1426,5.03,SEED
1427,25.655,MFA-B
1428,11.78,IDIV
1429,17.805,CNO
1430,17.015,WRD
1431,0.5412,NLST
1432,13.395,VGR
1433,19.005,FTI
1434,0.38,ALGRR
1435,0.6732,VICL
1436,37.21,SLIM
1437,234.81,VGT
1438,21.97,SPH
1439,74.13,XTH
1440,15.11,UVXY
1441,25.62,MYGN
1442,0.356,SYMX
1443,55.205,RP
1444,2.675,MATR
1445,31.49,BRZU
1446,5.495,EXPR
1447,13.83,KRO
1448,25.085,EFZ
1449,3.695,SD
1450,6.865,EXTR
1451,0.73,MPACW
1452,3.765,MIN
1453,35.06,CBB-B
1454,3.675,INTX
1455,9.13,CKX
1456,9.29,CVE
1457,44.8,YUMC
1458,31.24,KBA
1459,7.855,SRC#
1460,1.86,MTL
1461,26.455,SUSC
1462,19.01,AMEH
1463,28.975,EWG
1464,1.08,EMITF
1465,11.57,TTP
1466,43.31,PJT
1467,18.495,GLT
1468,1.81,VST+A
1469,75.375,SCHB
1470,3.75,NDP
1471,18.03,CHIH
1472,34.385,PPL
1473,26.31,COF-H
1474,10.14,EDTXU
1475,84.2,SSB
1476,48.42,FLOW
1477,7.01,CGIX
1478,19.565,FLXS
1479,25.33,JPM-B
1480,59.92,GKOS
1481,18.81,HBNC
1482,25.13,PEB-E
1483,17.25,COOL
1484,66.225,QEFA
1485,3.0,UAN
1486,24.45,MUR
1487,320.31,TMO
1488,21.98,LDRS
1489,31.67,FDVV
1490,8.73,HGLB
1491,15.0,HYGS
1492,3.24,TPGE+
1493,8.34,SIEN
1494,9.855,JHY
1495,106.08,FINU
1496,17.18,RPUT
1497,37.98,SENEA
1498,59.61,TIPZ
1499,100.21,KAI
1500,46.815,HRI
1501,0.1199,CLRBZ
1502,97.11,URTH
1503,0.2652,KEG
1504,26.44,GRES
1505,13.805,APTS
1506,24.7,GLOP-B
1507,28.505,VEGI
1508,17.485,CATS
1509,3.33,DSX
1510,1.52,TWNKW
1511,39.91,KB
1512,31.09,HEZU
1513,25.415,NITE
1514,234.28,IJK
1515,34.535,PUK
1516,4.315,ADMA
1517,17.14,SDIV
1518,147.695,WHR
1519,25.41,HSEB*
1520,51.73,HL-B
1521,10.45,TZOO
1522,6.82,CVU
1523,23.72,EMIH
1524,17.13,GNBC
1525,0.92,TMSR
1526,22.66,CVLY
1527,16.24,MTLS
1528,87.74,QSY
1529,18.175,EGHT
1530,21.06,PXH
1531,181.77,WSO
1532,1.0,ZIEXT
1533,24.56,FFBC
1534,0.29,RVLT
1535,25.3,AFINP
1536,12.84,PRTA
1537,18.33,SIBN
1538,117.98,CVX
1539,105.21,ADS
1540,11.865,COTY
1541,65.4,HLG
1542,3.49,CAAS
1543,43.0,DBJP
1544,176.99,VUG
1545,8.865,OPRX
1546,11.24,UIS
1547,30.51,COWZ
1548,19.0,SRS
1549,18.09,DIAX
1550,8.895,BCS
1551,47.58,MLHR
1552,27.49,GPT
1553,27.95,FLZA
1554,20.445,DALI
1555,158.17,LANC
1556,10.895,WINS
1557,26.93,TPVY
1558,157.23,URI
1559,25.58,SAB
1560,16.65,LAUR
1561,35.655,FVD
1562,1.38,EDNT
1563,23.4,VRX
1564,9.18,AOBC
1565,24.935,IBDM
1566,12.21,CCC=
1567,109.03,POST
1568,40.43,RDY
1569,138.7,MHK
1570,25.99,GGZ-A
1571,11.1,LFGR
1572,0.2007,RTTR
1573,1.59,MYOS
1574,34.63,ELD
1575,124.38,RPG
1576,11.585,FTRI
1577,37.49,CUTR
1578,25.015,CNP
1579,25.71,BSJH
1580,79.57,CHCO
1581,26.08,REXR-B
1582,0.9399,ISIG
1583,19.385,PBI-B
1584,42.235,VLP
1585,17.87,QAT
1586,25.55,NEE-K
1587,17.45,PCG-I
1588,6.735,FIT
1589,1.265,ROX
1590,131.59,AIZ
1591,25.62,SOJB
1592,31.06,REN
1593,10.555,NUV
1594,66.65,PKW
1595,18.51,CEW
1596,4.155,RFP
1597,25.74,NCZ-A
1598,90.53,MED
1599,12.945,DLPH
1600,6.705,CRON
1601,1.26,STCN
1602,25.19,GAB-G
1603,25.85,COF-F
1604,55.4,PXLG
1605,27.55,STRS
1606,56.04,LXP-C
1607,26.345,EZT
1608,31.25,RVI#
1609,50.15,FFR
1610,40.645,G
1611,37.215,PRA
1612,9.71,PCK
1613,39.19,SAVE
1614,26.205,GS-J
1615,10.02,EHT
1616,14.73,JSD
1617,0.4,BCACR
1618,57.77,LNC
1619,51.8,PATK
1620,2.485,UXIN
1621,46.145,HDG
1622,144.2,ROKU
1623,63.09,PDP
1624,26.32,LMHA
1625,6.015,SILV
1626,95.4,PII
1627,15.0,HGI
1628,25.88,MFMS
1629,61.935,CTO
1630,21.635,OFG
1631,10.485,THCBU
1632,9.36,NGVC
1633,17.325,EBIZ
1634,31.27,ADRA
1635,34.31,VPG
1636,256.19,CTAS
1637,0.1,DCTH
1638,5.02,GIFI
1639,51.69,VRNT
1640,4.2,KZIA
1641,51.19,GUDB
1642,3.93,CEMI
1643,25.2,AGM-B*
1644,93.835,WRLD
1645,9.41,CYTK
1646,31.235,PDN
1647,12.855,FLWS
1648,90.69,LDOS
1649,77.355,MGEE
1650,11.405,DNOW
1651,22.26,SKM
1652,72.92,APC
1653,106.52,CMS-B
1654,26.14,DDT
1655,5.605,SSI
1656,10.015,ZVZZT
1657,97.09,FNV
1658,39.785,FEZ
1659,19.72,GLP
1660,10.37,LACQ
1661,1.615,CUR
1662,9.63,ZBIO
1663,42.85,SHOO
1664,31.375,BXS
1665,12.345,CLAR
1666,26.69,ALL-D
1667,0.435,AMPE
1668,5.28,RADA
1669,10.19,GLRE
1670,26.0,VALU
1671,52.62,AIV
1672,0.6099,UAVS
1673,47.64,RUSHA
1674,5.395,AGI
1675,3.655,WIT
1676,154.53,CBRL
1677,3.07,JMP
1678,18.55,PPEM
1679,28.73,EPV
1680,4.12,EIGI
1681,10.75,GMHIU
1682,26.205,MBG
1683,2.2,KLDX
1684,26.19,PBY
1685,42.29,GAMR
1686,23.035,PAY
1687,544.21,AGN-A
1688,27.0,QTS-A
1689,25.08,NGL-B
1690,0.31,SXE
1691,22.96,DBEM
1692,14.0,KRNY
1693,47.745,LSXMA
1694,25.07,IDHQ
1695,17.755,SSL
1696,30.92,SPDW
1697,8.875,MESA
1698,46.635,UFPT
1699,17.245,PLND
1700,25.25,WRB-B
1701,14.78,TSLF
1702,33.74,FEU
1703,0.7499,REED
1704,2.54,UWN
1705,0.1623,NVIV
1706,3.23,BRQS
1707,32.63,FCVT
1708,133.52,TIF
1709,2.64,UMC
1710,4.34,SACH
1711,13.83,VTN
1712,25.8,PVAL
1713,10.77,PZE
1714,4.445,ABEV
1715,10.985,WAIR
1716,49.285,DCO
1717,102.5,BCPC
1718,25.04,HCFT-A*
1719,16.035,TRC
1720,3.8,APDN
1721,6.3,SES
1722,23.0,STRT
1723,0.92,RETO
1724,1.915,CLNE
1725,21.255,TRN
1726,19.98,DTLA-
1727,25.405,TVE
1728,21.765,SPXU
1729,46.29,SRLN
1730,3.295,EBIO
1731,21.87,NBN
1732,106.97,DGX
1733,9.985,TBIO
1734,60.78,VGSH
1735,2.2,AMRH
1736,118.305,OKTA
1737,21.07,MLN
1738,40.995,SYNT
1739,14.53,BFO
1740,25.1,CMRE-B
1741,11.06,AMAG
1742,3.0,CNAC
1743,14.695,FDEU
1744,7.015,FPH
1745,39.71,FNDA
1746,3.76,SRTS
1747,140.81,MGK
1748,8.345,APPS
1749,26.805,KEM
1750,15.75,SSFN
1751,24.185,HNDL
1752,22.88,CLNS-I
1753,50.45,BRKR
1754,11.51,EVP
1755,27.34,WBIE
1756,21.12,RFTA
1757,31.97,CQH
1758,123.72,DPS
1759,0.0044,CVM+
1760,24.805,BBEU
1761,155.5,MASI
1762,73.32,IWL
1763,26.19,GUT-A
1764,25.35,SWJ
1765,51.92,BL
1766,19.665,AGT
1767,9.79,WNEB
1768,32.19,MGM
1769,0.3404,FALC
1770,37.365,SMBC
1771,30.3,QVAL
1772,24.555,TDTT
1773,25.62,EPR-G
1774,1.08,WPCS
1775,10.91,MAXR
1776,79.435,BLUE
1777,2.43,SND
1778,39.14,STNE
1779,30.845,PI
1780,9.96,RDCM
1781,93.72,AJG
1782,34.33,EPHE
1783,65.56,VNO
1784,201.01,FB
1785,22.985,SEM
1786,3.86,VIRC
1787,34.01,DUSL
1788,570.14,TDG
1789,18.785,TDF
1790,10.19,GNK
1791,26.455,CPSI
1792,25.71,GNL-A
1793,22.0,VESH
1794,52.235,HCN
1795,16.52,WBT
1796,17.41,KTOS
1797,23.325,FLJH
1798,23.33,SMBK
1799,35.55,GURU
1800,174.64,IWB
1801,20.735,QCP
1802,9.885,MGIC
1803,21.5,SCE-D
1804,1.92,NIHD
1805,3.75,ANIX
1806,8.23,RCUS
1807,71.64,FNX
1808,20.27,FBSS
1809,0.3,ARCW
1810,67.745,DLB
1811,22.19,FIVA
1812,68.55,FCAP
1813,0.5902,NTEC
1814,25.76,AFC
1815,31.69,MMAC
1816,34.03,EZJ
1817,25.82,TBB
1818,7.23,DB
1819,12.06,ENX
1820,9.25,BFRA
1821,24.84,RIGS
1822,14.17,MYF
1823,76.49,CXO
1824,100.96,TMUSP
1825,6.93,NFEC
1826,5.99,RBS
1827,163.37,VB
1828,2.84,MOC
1829,0.33,JFKKW
1830,2.735,LMB
1831,28.55,HCOM
1832,29.25,PMC
1833,0.85,NGD
1834,20.56,LDSF
1835,19.21,SRTY
1836,58.05,UYM
1837,7.99,DFRG
1838,0.505,JOB
1839,27.75,UCBA
1840,53.195,VMBS
1841,84.475,IX
1842,17.56,AFTY
1843,19.86,BOSS
1844,0.85,CFFAW
1845,0.6725,OBE
1846,375.9,MKTX
1847,8.2,VSTO
1848,98.5,PAC
1849,99.57,GMF
1850,4.45,AVH
1851,1.95,TCCO
1852,3.2,CIK
1853,39.615,SERV
1854,196.28,IHF
1855,0.9902,AMTX
1856,61.25,TNDM
1857,24.25,SSTI
1858,25.395,RILYL
1859,12.14,LDF
1860,21.17,KIM
1861,223.97,IYC
1862,2.87,TWMC
1863,2.41,SIF
1864,24.945,VRIG
1865,23.71,FYLD
1866,25.2,CTX
1867,2.31,IMV
1868,4.87,AXGT
1869,9.44,PUMP
1870,1.53,SELB
1871,11.645,FCX
1872,159.64,IT
1873,1.205,SKLN
1874,32.55,MLI
1875,51.64,IGEB
1876,9.665,YPF
1877,1.15,PXS
1878,21.395,CLI
1879,35.16,DISCB
1880,21.42,TRCB
1881,91.7,RLI
1882,105.36,LCII
1883,23.85,BAC-E
1884,25.17,NEE-J
1885,26.14,GRX-B
1886,10.11,GRAF
1887,1472.985,BAC-L
1888,52.945,TOT
1889,0.1,RWGE+
1890,75.32,XYL
1891,3.66,CPST
1892,5.79,CDMO
1893,27.58,C-N
1894,13.985,VYGR
1895,31.31,HCCI
1896,33.43,UNB
1897,31.86,EPR-C
1898,25.89,RMPL-
1899,92.975,IYR
1900,0.3488,FLMNW
1901,27.725,EWM
1902,20.935,WBID
1903,6.935,INSG
1904,66.36,SIGI
1905,50.29,ISTB
1906,23.67,ATI
1907,32.96,BBC
1908,75.08,INR
1909,3.605,CDEV
1910,1905.8,PCLN
1911,10.75,GIG
1912,123.37,TEAM
1913,62.12,SCZ
1914,18.555,PTY
1915,20.995,LBTYK
1916,25.61,WRB-D
1917,61.13,AMN
1918,29.495,EWC
1919,0.17,PHUNW
1920,108.35,LSI
1921,39.08,SBR
1922,14.55,SPE
1923,67.38,HQY
1924,10.505,WPX
1925,16.94,MDLX
1926,1.1,ICON
1927,144.69,UHS
1928,5.52,IDSY
1929,6.0,GLYC
1930,4.825,ENDP
1931,11.16,EURN
1932,25.94,DHDG
1933,79.88,BLKB
1934,0.02,SHLDW
1935,21.105,XENT
1936,25.17,HT-C
1937,17.465,VNDA
1938,13.975,GMRE
1939,25.42,AXS-E
1940,26.74,COWNL
1941,31.38,ZSL
1942,48.17,FLS
1943,0.2175,FTF^#
1944,95.66,HSKA
1945,17.73,BELFB
1946,37.09,FEMS
1947,72.72,DVA
1948,7.51,MJCO
1949,3.93,LND
1950,22.015,RA
1951,25.32,AHT-D
1952,12.535,GTES
1953,4.82,CYCCP
1954,1.035,MBRX
1955,34.81,FFIN
1956,30.65,CROP
1957,10.67,GFN
1958,14.21,MPA
1959,51.775,FBND
1960,2.48,APTO
1961,69.6,WDIV
1962,104.96,GFNCP
1963,49.35,NLR
1964,5.355,KLDO
1965,110.765,GWRE
1966,15.6,PEO
1967,14.95,AMRB
1968,81.51,OMCL
1969,23.99,BWINA
1970,4.94,USX
1971,18.4,KED
1972,25.2,NEE-I
1973,0.5946,ARPO
1974,87.03,NPK
1975,21.865,NBL
1976,15.825,NRZ
1977,8.275,ESV
1978,25.45,FRT-C
1979,33.28,FNK
1980,72.22,CRSP
1981,25.815,HTUS
1982,1.995,NBEV
1983,13.53,BFZ
1984,0.63,BURG
1985,1.03,SAUC
1986,169.69,JLL
1987,4.77,FVE
1988,10.03,JFK
1989,35.445,CROX
1990,35.78,KMT
1991,12.025,KSM
1992,164.95,SNA
1993,0.97,HCACW
1994,0.7629,CHK
1995,3.965,DWT
1996,24.0,MCV
1997,12.77,LFC
1998,29.99,ESIO
1999,30.795,SPSB
2000,0.3,MMDMW
2001,11.36,KVHI
2002,364.5,SHOP
2003,590.73,CSGP
2004,0.8394,CVEO
2005,16.81,ETE
2006,25.21,HCFT-A
2007,13.89,RPAI
2008,3.09,MRKR
2009,30.46,HEFA
2010,55.215,KYO
2011,17.215,ENTR
2012,85.035,JEC
2013,29.535,WLDN
2014,24.985,SSWN
2015,61.46,IEP
2016,25.34,MVCD
2017,21.265,BSCN
2018,30.285,VREX
2019,35.995,EMCI
2020,30.97,SCHK
2021,233.67,AMGN
2022,61.21,BIB
2023,47.42,SMTC
2024,2.4,GSUM
2025,83.14,GIB
2026,59.0,STX
2027,7.59,IOTS
2028,7.885,ANGI
2029,4.35,HOVNP
2030,58.02,XRAY
2031,62.995,KLXI
2032,30.275,XKFF
2033,10.87,GLBZ
2034,0.07,KODK+A
2035,32.505,FHK
2036,25.08,ESTA
2037,52.6,DDM
2038,11.64,GGZ
2039,79.35,GBT
2040,21.45,MHNC
2041,32.33,SANM
2042,0.3036,EMAN
2043,67.02,EDEN
2044,6.905,CNX
2045,5.205,PERI
2046,0.5737,MTP
2047,36.82,FLLV
2048,15.165,AVK
2049,25.91,GFNSL
2050,9.09,EGC
2051,3.49,SBPH
2052,6.685,MIK
2053,7.415,AGRO
2054,21.32,BNFT
2055,39.495,KFRC
2056,7.65,ICAD
2057,18.49,OEC
2058,9.71,GDP
2059,26.9,STT-D
2060,59.78,BJJN
2061,63.27,SPB
2062,25.9,IVR-B
2063,39.45,MFSF
2064,44.965,AIR
2065,1.78,OBLN
2066,6.515,PSEC
2067,14.275,NEA
2068,2.73,ENZ
2069,0.25,ALGRW
2070,1.95,LINK
2071,21.7,TOO-E
2072,85.73,RYAAY
2073,3.845,IRR
2074,44.7,SMAR
2075,75.375,CVS
2076,9.74,CYOU
2077,55.21,DXJ
2078,25.5,HCXZ
2079,25.27,CTU
2080,13.94,LGCYP
2081,56.725,NVO
2082,0.5288,AFH
2083,56.595,CASS
2084,9.705,KAAC
2085,98.635,HYS
2086,52.95,FCOR
2087,14.27,BELFA
2088,53.43,R
2089,9.04,SWIR
2090,1.35,BSQR
2091,24.54,IBCE
2092,26.11,SAF
2093,40.99,PWV
2094,23.355,NOV
2095,9.24,CLPR
2096,88.09,ARNC-
2097,50.41,GSY
2098,0.089,PHIOW
2099,78.67,ISHG
2100,14.46,BJZ
2101,0.3902,CRTN
2102,54.93,ZDEU
2103,207.59,BAP
2104,3.155,PLUG
2105,3.585,CTRV
2106,24.61,HEUV
2107,38.94,EFAD
2108,28.885,GIII
2109,25.0,GFED
2110,15.85,NXC
2111,43.64,DVYA
2112,0.965,BGI
2113,53.62,CRS
2114,47.77,NC
2115,0.8998,AEZS
2116,36.21,LEAD
2117,100.29,GBIL
2118,43.78,GBCI
2119,14.6,AAAU
2120,23.5,DDR-J
2121,136.76,PNQI
2122,47.63,LSXMK
2123,1.505,EYPT
2124,6.065,DAKT
2125,55.56,DCI
2126,23.12,DLNG-A
2127,1.965,DRRX
2128,3.515,HZN
2129,12.74,IPOA=
2130,13.17,PMO
2131,23.965,RNP
2132,16.83,LMRK
2133,163.0,VIOG
2134,25.91,AGM-A
2135,4.305,GGN
2136,97.62,CHH
2137,1.0,OPTT
2138,45.05,CTBI
2139,13.345,GLNG
2140,45.975,XHB
2141,125.215,CE
2142,28.62,AMH-B
2143,3.69,AQXP
2144,23.55,MBSD
2145,26.28,FRI
2146,26.06,CORE
2147,52.735,HOLX
2148,5.825,SRF
2149,24.375,BSJP
2150,0.2179,JASN
2151,75.975,KMG
2152,0.08,KXINW
2153,17.72,WES
2154,0.549,BIOC
2155,2.505,DHY
2156,8.275,TECS
2157,0.29,WRLSR
2158,47.72,FDM
2159,1.42,RNWK
2160,24.08,AINC
2161,2.905,BBGI
2162,0.3,GNPX
2163,22.615,BSCH
2164,172.01,MKC
2165,26.13,CMRE-E
2166,30.47,GOAT
2167,3.19,IFRX
2168,335.85,TSLA
2169,46.32,CNP-B
2170,18.66,PATI
2171,12.4,WTIU
2172,29.4,BYD
2173,26.42,SR-A
2174,12.91,RESI
2175,23.53,JSM
2176,24.63,TDS
2177,253.45,HII
2178,2.65,APOP
2179,29.87,SBCF
2180,18.75,HARP
2181,4.995,EPIX
2182,55.34,POR
2183,27.875,GLW
2184,0.05,CNACW
2185,25.64,BAC-I
2186,11.98,OIL
2187,30.505,DWDP
2188,41.0,TLP
2189,3.78,PSTI
2190,1.01,DHCP
2191,24.085,RELX
2192,77.47,MTK
2193,24.8,PBDM
2194,13.28,REK
2195,20.68,WEAR
2196,14.045,JDST
2197,1.59,ANCN
2198,25.95,BOFIL
2199,147.98,SPLK
2200,27.1,IDMO
2201,134.17,SNPS
2202,11.63,MSP
2203,86.27,CAVM
2204,1.03,CPSH
2205,5.35,RJA
2206,103.65,FTNT
2207,247.45,TTD
2208,25.49,MMYT
2209,15.19,UAG
2210,12.82,UROV
2211,16.09,KRP
2212,25.005,GDOT
2213,50.265,NEAR
2214,59.835,TJX
2215,21.49,CHIS
2216,24.22,ONTL
2217,25.29,PSA-U
2218,10.3,TWLVU
2219,62.52,CDAY
2220,15.6,CHIX
2221,25.77,ECCY
2222,138.29,ZROZ
2223,3.085,REFR
2224,6.97,ASPU
2225,1.695,PVL
2226,2.765,BTN
2227,25.28,PSB-U
2228,32.9,NFTY
2229,0.6602,UUUU+
2230,0.009,APDNW
2231,67.74,ESGD
2232,11.73,MX
2233,41.33,DSGX
2234,11.5,HSACU
2235,97.555,SCL
2236,7.84,TIPT
2237,89.63,VFMV
2238,65.94,GQRE
2239,1.395,PFIE
2240,18.46,IIN
2241,25.455,GS-B
2242,5.125,CRBP
2243,23.68,AUGR
2244,19.105,LSCC
2245,27.62,BCM
2246,6.735,CBA
2247,48.46,ACXM
2248,53.75,WAL
2249,41.26,XPH
2250,10.93,MTECU
2251,188.27,VRSN
2252,1.675,EVOK
2253,187.89,VHT
2254,25.79,WFC-X
2255,36.76,BXMT
2256,2.47,ELGX
2257,14.4,NPN
2258,26.35,HE-U
2259,28.14,WTFCM
2260,54.015,SEND
2261,26.15,STAG-C
2262,6.92,MIE
2263,4.865,PBI
2264,190.17,ANET
2265,8.805,FSP
2266,35.825,TRGP
2267,0.0055,MTFBW
2268,7.395,SMFG
2269,23.95,QXTR
2270,13.92,ESBA
2271,18.995,OSIR
2272,0.72,BBCPW
2273,0.4599,DDMXW
2274,110.52,UBNT
2275,26.77,GRNB
2276,8.0,MNOV
2277,72.235,INGN
2278,27.5,PERY
2279,10.43,DBO
2280,10.115,EXD
2281,59.83,UL
2282,9.1,FIV
2283,19.27,GTS
2284,0.25,BRACW
2285,4.965,HIO
2286,24.41,RYTM
2287,6.215,ZNGA
2288,59.815,BC
2289,20.52,LTSF
2290,18.995,REGI
2291,25.36,MITT-A
2292,21.38,MLCO
2293,0.456,ASNA
2294,8.18,SWZ
2295,28.46,IDHD
2296,102.52,FFEU
2297,44.94,FWONK
2298,1.53,CAW
2299,119.88,WIX
2300,0.6149,LPTH
2301,30.6,MODN
2302,31.41,YETI
2303,31.59,MOTI
2304,15.73,MPX
2305,85.47,EVBG
2306,34.505,MC
2307,10.29,NFC
2308,33.655,DBEF
2309,50.47,RNDM
2310,27.91,DBRT
2311,21.66,TX
2312,79.32,ALE
2313,3.185,SID
2314,58.58,CLY
2315,26.41,CSML
2316,40.265,CGW
2317,21.68,HEWP
2318,98.55,UBT
2319,14.025,CFFN
2320,38.16,PFI
2321,28.01,EVI
2322,3.53,CX
2323,16.585,NWBI
2324,56.16,BPOP
2325,3.255,HNRG
2326,41.28,ZLAB
2327,31.315,RYN
2328,0.955,ATHE
2329,57.42,SCHD
2330,20.75,EPOL
2331,26.13,CUBI-D
2332,118.29,CYBR
2333,22.11,EMEM
2334,20.19,USV
2335,80.915,VCSH
2336,32.58,HMST
2337,47.165,PHG
2338,26.18,CSWCL
2339,14.45,DTF
2340,26.04,DCM
2341,22.31,CAL
2342,19.52,TAK#
2343,37.675,DJD
2344,100.34,PRK
2345,25.115,APEI
2346,13.52,MRRL
2347,55.63,JIGB
2348,1.97,MARPS
2349,21.485,XHR
2350,26.49,CMSC
2351,11.77,EIO
2352,139.88,VPU
2353,6.555,CNDT
2354,53.825,ABCO
2355,208.48,JKK
2356,559.02,EQIX
2357,5.21,RNN
2358,55.75,IAUF
2359,52.49,SRC
2360,48.525,NXRT
2361,11.72,HFRO
2362,51.65,THS
2363,3.56,TIK
2364,30.525,MFUS
2365,92.395,QUS
2366,19.81,HVT.A
2367,27.77,FREL
2368,1.2,ZKIN
2369,14.49,GLOP
2370,74.28,CCK
2371,24.5,GEK
2372,49.11,INST
2373,51.28,KORP
2374,44.94,CIT
2375,28.695,MS-E
2376,6.44,PFH
2377,24.63,NVT
2378,23.225,FORM
2379,57.875,TCBI
2380,16.275,GPS
2381,45.99,EVHC
2382,4.6,STIM
2383,1.81,HEB
2384,51.1,PAG
2385,1.92,NEOT
2386,86.91,SLG
2387,1.55,SMMT
2388,12.06,BWP
2389,2.65,PDSB
2390,31.05,SRVR
2391,10.63,CFFAU
2392,25.43,MILN
2393,44.04,CAC
2394,34.17,ILG
2395,15.59,NUO
2396,54.12,CMA+
2397,22.83,GSC
2398,52.36,LVNTA
2399,15.61,GEOS
2400,3.995,SNAK
2401,20.6,EBF
2402,30.79,DWLV
2403,3.9,FSAM
2404,25.41,TCO-K
2405,14.11,PAM
2406,6.84,PFIN
2407,9.16,CH
2408,26.795,NI
2409,27.57,DRV
2410,34.05,HLM-
2411,381.19,SAM
2412,0.5945,MGEN
2413,0.5995,URG
2414,39.695,JBGS
2415,5.79,BVXV
2416,10.08,CRD.B
2417,26.24,GDMA
2418,23.4,ENVA
2419,8.615,ESXB
2420,27.0,PUK-A
2421,25.54,BBCA
2422,52.54,WASH
2423,5.945,GIM
2424,25.16,SGZA*
2425,0.4124,GPL
2426,2.265,NIO
2427,61.995,XEL
2428,55.57,IDCC
2429,62.59,KLXIV
2430,45.68,DGS
2431,145.8,SRE
2432,172.045,UNP
2433,1.39,CHEK
2434,2.325,CEMP
2435,19.375,CHEP
2436,26.07,ISP
2437,45.98,HCI
2438,129.79,IYK
2439,26.11,BCV-A
2440,27.275,WPM
2441,7.6,GRF
2442,17.395,ZXZZT
2443,152.07,VTWG
2444,25.2,DLR-J
2445,25.61,SQZZ
2446,25.15,RSO-A
2447,22.04,UCTT
2448,10.04,EAGL
2449,60.1,FTSM
2450,65.31,AIT
2451,1.755,XOG
2452,66.27,INDL
2453,6.385,BPI
2454,0.854,PER
2455,6.65,BGCPV
2456,30.095,OLD
2457,180.43,CMI
2458,166.065,RACE
2459,41.17,SRG
2460,130.1,ROG
2461,18.92,OPGNW
2462,36.82,DWDP#
2463,11.33,VLY
2464,53.78,FUN
2465,15.985,HYDD
2466,25.27,CLNS-D*
2467,1.35,SMTS
2468,11.36,OSPR
2469,46.56,EWBC
2470,44.64,HMN
2471,20.585,IMMU
2472,26.335,MMIN
2473,39.17,FNGO
2474,3.87,EXXI
2475,25.04,JPM-A
2476,3.55,NETE
2477,15.525,BKN
2478,95.38,IYM
2479,70.13,STI
2480,75.16,CZA
2481,25.88,PRE-G
